HOG	AB19606	AB030	genes	STRING_names	gene_orthologs	unique_name	citation
N0.HOG0000551	GO593_14275	IX87_03610					
N0.HOG0000552	GO593_14565	IX87_03290					
N0.HOG0000553	GO593_14685	IX87_03160					
N0.HOG0000554	GO593_14840	IX87_02995					
N0.HOG0000555	GO593_14875	IX87_02955					
N0.HOG0000556	GO593_14925	IX87_02905	dnaE	dnaE	dnaE	dnaE	""
N0.HOG0000557	GO593_14955	IX87_02875					
N0.HOG0000558	GO593_15020	IX87_02810					
N0.HOG0000559	GO593_15225	IX87_02610					
N0.HOG0000560	GO593_15270	IX87_21860					
N0.HOG0000560	GO593_15270	IX87_16825					
N0.HOG0000560	GO593_15270	IX87_02560					
N0.HOG0000561	GO593_15350	IX87_02480					
N0.HOG0000563	GO593_15455	IX87_02365					
N0.HOG0000564	GO593_15525	IX87_02295					
N0.HOG0000565	GO593_15645	IX87_18870					
N0.HOG0000565	GO593_15645	IX87_18865					
N0.HOG0000565	GO593_15640	IX87_18870					
N0.HOG0000565	GO593_15640	IX87_18865					
N0.HOG0000566	GO593_15760	IX87_18985	iscS	IX87_18985	iscS	iscS	""
N0.HOG0000567	GO593_15965	IX87_19200					
N0.HOG0000568	GO593_15975	IX87_19210					
N0.HOG0000569	GO593_16040	IX87_19285					
N0.HOG0000570	GO593_16245	IX87_19540					
N0.HOG0000571	GO593_16265	IX87_19560					
N0.HOG0000572	GO593_16770	IX87_20375					
N0.HOG0000573	GO593_16985	IX87_20525					
N0.HOG0000573	GO593_16995	IX87_20525					
N0.HOG0000574	GO593_17110	IX87_20740					
N0.HOG0000575	GO593_17165	IX87_20800					
N0.HOG0000576	GO593_17315	IX87_20950	pyrG	pyrG	pyrG	pyrG	""
N0.HOG0000577	GO593_17405	IX87_21040					
N0.HOG0000578	GO593_17455	IX87_21100					
N0.HOG0000579	GO593_17460	IX87_21105					
N0.HOG0000580	GO593_17485	IX87_21135	ftsY, flhF	ftsY	ftsY	ftsY	""
N0.HOG0000581	GO593_17540	IX87_21190					
N0.HOG0000582	GO593_17565	IX87_21215					
N0.HOG0000583	GO593_17815	IX87_21745					
N0.HOG0000584	GO593_17860	IX87_21790					
N0.HOG0000585	GO593_17880	IX87_21810					
N0.HOG0000586	GO593_17895	IX87_21825					
N0.HOG0000587	GO593_17955	IX87_21915					
N0.HOG0000588	GO593_18030	IX87_06245					
N0.HOG0000589	GO593_18070	IX87_06285					
N0.HOG0000590	GO593_18085	IX87_06300					
N0.HOG0000591	GO593_18090	IX87_06305					
N0.HOG0000592	GO593_18270	IX87_06490					
N0.HOG0000593	GO593_18520	IX87_06750	prfA	prfA	prfA	prfA	""
N0.HOG0000594	GO593_18595	IX87_06825	cyoB, coxA	IX87_06825	cyoB	cyoB	""
N0.HOG0000595	GO593_18610	IX87_06840	cyoE	cyoE	cyoE	cyoE	""
N0.HOG0000603	GO593_00055	IX87_07200					
N0.HOG0000604	GO593_00115	IX87_07335	tsaD, gcp	tsaD	tsaD	tsaD	""
N0.HOG0000605	GO593_00120	IX87_07340	rpsU	rpsU	rpsU	rpsU	""
N0.HOG0000606	GO593_00150	IX87_07370					
N0.HOG0000607	GO593_00155	IX87_07375					
N0.HOG0000608	GO593_00160	IX87_07380					
N0.HOG0000609	GO593_00180	IX87_07400	gpsA	gpsA	gpsA	gpsA	""
N0.HOG0000610	GO593_00185	IX87_07405					
N0.HOG0000611	GO593_00195	IX87_07415					
N0.HOG0000612	GO593_00210	IX87_07430	rpoH	rpoH	rpoH	rpoH	""
N0.HOG0000613	GO593_00215	IX87_07435					
N0.HOG0000614	GO593_00235	IX87_07455					
N0.HOG0000615	GO593_00265	IX87_07485					
N0.HOG0000616	GO593_00285	IX87_07505					
N0.HOG0000617	GO593_00290	IX87_07510					
N0.HOG0000618	GO593_00295	IX87_07515	ppnK, nadK	ppnK	ppnK, nadK	ppnK	""
N0.HOG0000619	GO593_00300	IX87_07520					
N0.HOG0000620	GO593_00330	IX87_07550					
N0.HOG0000621	GO593_00345	IX87_07565					
N0.HOG0000622	GO593_00365	IX87_07585					
N0.HOG0000623	GO593_00375	IX87_07595					
N0.HOG0000624	GO593_00450	IX87_10415					
N0.HOG0000624	GO593_00450	IX87_01950					
N0.HOG0000624	GO593_00450	IX87_07675					
N0.HOG0000625	GO593_00695	IX87_10590					
N0.HOG0000625	GO593_00695	IX87_02145					
N0.HOG0000625	GO593_00695	IX87_18620					
N0.HOG0000626	GO593_00805	IX87_07925					
N0.HOG0000627	GO593_00810	IX87_07930					
N0.HOG0000628	GO593_00815	IX87_07935					
N0.HOG0000629	GO593_00825	IX87_07945					
N0.HOG0000630	GO593_00865	IX87_07985	tsf	tsf	tsf	tsf	""
N0.HOG0000631	GO593_00870	IX87_07990	rpsB	rpsB	rpsB	rpsB	""
N0.HOG0000632	GO593_00885	IX87_08005					
N0.HOG0000633	GO593_00890	IX87_08010					
N0.HOG0000634	GO593_00895	IX87_08020					
N0.HOG0000635	GO593_00905	IX87_08030					
N0.HOG0000636	GO593_00925	IX87_08050					
N0.HOG0000637	GO593_00930	IX87_08055					
N0.HOG0000638	GO593_00940	IX87_08065					
N0.HOG0000639	GO593_00945	IX87_08070	cca	cca	cca	cca	""
N0.HOG0000640	GO593_00950	IX87_08075					
N0.HOG0000641	GO593_00955	IX87_08080					
N0.HOG0000642	GO593_00960	IX87_08085					
N0.HOG0000643	GO593_00995	IX87_08120	ubiA	ubiA	ubiA	ubiA	""
N0.HOG0000644	GO593_01005	IX87_08130	glnA	glnA	glnA	glnA	""
N0.HOG0000645	GO593_01020	IX87_08525					
N0.HOG0000646	GO593_01035	IX87_08540					
N0.HOG0000647	GO593_01040	IX87_08545					
N0.HOG0000648	GO593_01050	IX87_08555					
N0.HOG0000649	GO593_01055	IX87_08560					
N0.HOG0000650	GO593_01060	IX87_08565					
N0.HOG0000651	GO593_01070	IX87_08585					
N0.HOG0000652	GO593_01090	IX87_08605	hemE	AIL78684.1	hemE	hemE	""
N0.HOG0000653	GO593_01195	IX87_08710					
N0.HOG0000654	GO593_01245	IX87_08770	efp	efp	efp	efp	""
N0.HOG0000655	GO593_01265	IX87_08790					
N0.HOG0000656	GO593_01270	IX87_08795					
N0.HOG0000657	GO593_01285	IX87_08810					
N0.HOG0000658	GO593_01300	IX87_08825					
N0.HOG0000659	GO593_01320	IX87_08845					
N0.HOG0000660	GO593_01325	IX87_08850					
N0.HOG0000661	GO593_01330	IX87_08855	mnmA, trmU	mnmA	mnmA	mnmA	""
N0.HOG0000662	GO593_01335	IX87_08860					
N0.HOG0000663	GO593_01340	IX87_08865	purB	IX87_08865	purB	purB	""
N0.HOG0000664	GO593_01355	IX87_08880					
N0.HOG0000665	GO593_01360	IX87_08885					
N0.HOG0000666	GO593_01365	IX87_08890					
N0.HOG0000667	GO593_01370	IX87_08895					
N0.HOG0000668	GO593_01460	IX87_08985	hemL	AIL78755.1	hemL	hemL	""
N0.HOG0000669	GO593_01475	IX87_09000					
N0.HOG0000670	GO593_01490	IX87_09015					
N0.HOG0000671	GO593_01510	IX87_09035					
N0.HOG0000672	GO593_01530	IX87_09050					
N0.HOG0000673	GO593_01535	IX87_09055					
N0.HOG0000674	GO593_01555	IX87_09075					
N0.HOG0000675	GO593_01560	IX87_09080					
N0.HOG0000676	GO593_01565	IX87_09085					
N0.HOG0000677	GO593_01615	IX87_09135					
N0.HOG0000678	GO593_01620	IX87_09140					
N0.HOG0000679	GO593_01630	IX87_09150					
N0.HOG0000680	GO593_01635	IX87_09155	cgtA, obgE, obg	cgtA	cgtA	cgtA	""
N0.HOG0000681	GO593_01665	IX87_09195					
N0.HOG0000682	GO593_01725	IX87_09240					
N0.HOG0000683	GO593_01735	IX87_09250	pdxJ	pdxJ	pdxJ	pdxJ	""
N0.HOG0000684	GO593_01740	IX87_09255					
N0.HOG0000685	GO593_01750	IX87_09265	era	IX87_09265	era	era	""
N0.HOG0000686	GO593_01755	IX87_09270					
N0.HOG0000687	GO593_01770	IX87_09285					
N0.HOG0000688	GO593_01785	IX87_09300					
N0.HOG0000689	GO593_01795	IX87_09310	tmk	tmk	tmk	tmk	""
N0.HOG0000690	GO593_01800	IX87_09315					
N0.HOG0000691	GO593_01805	IX87_09320					
N0.HOG0000692	GO593_01820	IX87_09335					
N0.HOG0000693	GO593_01825	IX87_09340					
N0.HOG0000694	GO593_01830	IX87_09345					
N0.HOG0000695	GO593_01850	IX87_09365					
N0.HOG0000696	GO593_01855	IX87_09370					
N0.HOG0000697	GO593_01870	IX87_09385					
N0.HOG0000698	GO593_01900	IX87_09420					
N0.HOG0000699	GO593_01910	IX87_09430					
N0.HOG0000700	GO593_01915	IX87_09435					
N0.HOG0000701	GO593_01925	IX87_09445	ybgC	ybgC	ybgC	ybgC	""
N0.HOG0000702	GO593_01935	IX87_09455					
N0.HOG0000703	GO593_01945	IX87_09465					
N0.HOG0000704	GO593_01950	IX87_09470					
N0.HOG0000705	GO593_01960	IX87_09480	fbp1, fbp	IX87_09480	fbp1, fbp	fbp	""
N0.HOG0000706	GO593_01995	IX87_09525					
N0.HOG0000707	GO593_02000	IX87_09530					
N0.HOG0000708	GO593_02005	IX87_09535					
N0.HOG0000709	GO593_02010	IX87_09540					
N0.HOG0000710	GO593_02020	IX87_09550					
N0.HOG0000711	GO593_02030	IX87_09560					
N0.HOG0000712	GO593_02035	IX87_09565	lolD	lolD	lolD	lolD	""
N0.HOG0000713	GO593_02050	IX87_09580					
N0.HOG0000714	GO593_02060	IX87_09590	serC	serC	serC	serC	""
N0.HOG0000715	GO593_02090	IX87_09620					
N0.HOG0000716	GO593_02105	IX87_09635	gyrA	gyrA	gyrA	gyrA	""
N0.HOG0000717	GO593_02140	IX87_09660	dapF	dapF	dapF	dapF	""
N0.HOG0000718	GO593_02160	IX87_09680					
N0.HOG0000719	GO593_02175	IX87_09695					
N0.HOG0000720	GO593_02185	IX87_09705					
N0.HOG0000721	GO593_02190	IX87_09710					
N0.HOG0000722	GO593_02195	IX87_09715					
N0.HOG0000723	GO593_02200	IX87_09720					
N0.HOG0000724	GO593_02210	IX87_09730					
N0.HOG0000725	GO593_02250	IX87_09805					
N0.HOG0000726	GO593_02265	IX87_09820					
N0.HOG0000727	GO593_02275	IX87_09830					
N0.HOG0000728	GO593_02300	IX87_09855					
N0.HOG0000729	GO593_02305	IX87_09860	groEL, groL	groEL	groL	groEL	""
N0.HOG0000730	GO593_02310	IX87_09865	groS, groES	groS	groS, groES	groS	""
N0.HOG0000731	GO593_02360	IX87_09915	folD	IX87_09915	folD	folD	""
N0.HOG0000732	GO593_02395	IX87_09955					
N0.HOG0000733	GO593_02405	IX87_09965					
N0.HOG0000734	GO593_02410	IX87_09970					
N0.HOG0000735	GO593_02425	IX87_09985					
N0.HOG0000736	GO593_02430	IX87_09990					
N0.HOG0000737	GO593_02435	IX87_09995					
N0.HOG0000738	GO593_02450	IX87_10010					
N0.HOG0000739	GO593_02480	IX87_10065					
N0.HOG0000740	GO593_02485	IX87_10070					
N0.HOG0000741	GO593_02490	IX87_10075	trpS	IX87_10075	trpS	trpS	""
N0.HOG0000742	GO593_02495	IX87_10080					
N0.HOG0000743	GO593_02500	IX87_10085					
N0.HOG0000744	GO593_02515	IX87_10100					
N0.HOG0000745	GO593_02530	IX87_10105	sdhB	sdhB	sdhB	sdhB	""
N0.HOG0000746	GO593_02535	IX87_10110	sdhA	IX87_10110	sdhA	sdhA	""
N0.HOG0000747	GO593_02540	IX87_10115	sdhD	sdhD	sdhD	sdhD	""
N0.HOG0000748	GO593_02545	IX87_10120	sdhC	sdhC	sdhC	sdhC	""
N0.HOG0000749	GO593_02550	IX87_10125					
N0.HOG0000750	GO593_02560	IX87_10135					
N0.HOG0000751	GO593_02580	IX87_10155	rpoD	rpoD	rpoD	rpoD	""
N0.HOG0000752	GO593_02585	IX87_10160	ybeD	ybeD	ybeD	ybeD	""
N0.HOG0000753	GO593_02590	IX87_10165	lipB	lipB	lipB	lipB	""
N0.HOG0000754	GO593_02620	IX87_10195					
N0.HOG0000755	GO593_02630	IX87_10205	serS	serS	serS	serS	""
N0.HOG0000756	GO593_02640	IX87_10215	lolA	lolA	lolA	lolA	""
N0.HOG0000757	GO593_02645	IX87_10220	rpmA	rpmA	rpmA	rpmA	""
N0.HOG0000758	GO593_02650	IX87_10225	rplU	rplU	rplU	rplU	""
N0.HOG0000759	GO593_02660	IX87_10240	ispB	IX87_10240	ispB	ispB	""
N0.HOG0000760	GO593_02715	IX87_10295	valS	AIL79006.1	valS	valS	""
N0.HOG0000761	GO593_02805	IX87_10385					
N0.HOG0000762	GO593_02810	IX87_10390					
N0.HOG0000763	GO593_02840	IX87_10680					
N0.HOG0000764	GO593_02875	IX87_10720					
N0.HOG0000765	GO593_02890	IX87_10735					
N0.HOG0000766	GO593_02895	IX87_10740					
N0.HOG0000767	GO593_02900	IX87_10745					
N0.HOG0000768	GO593_02905	IX87_10750					
N0.HOG0000769	GO593_02910	IX87_10755					
N0.HOG0000770	GO593_03000	IX87_10865					
N0.HOG0000771	GO593_03060	IX87_10925	dapE	dapE	dapE	dapE	""
N0.HOG0000772	GO593_03110	IX87_10975	proS	AIL79124.1	proS	proS	""
N0.HOG0000773	GO593_03115	IX87_10980					
N0.HOG0000774	GO593_03120	IX87_10985					
N0.HOG0000775	GO593_03125	IX87_10990					
N0.HOG0000776	GO593_03135	IX87_11000	ygfZ	ygfZ	ygfZ	ygfZ	""
N0.HOG0000777	GO593_03160	IX87_11025					
N0.HOG0000778	GO593_03170	IX87_11035					
N0.HOG0000779	GO593_03185	IX87_11050					
N0.HOG0000780	GO593_03190	IX87_11055					
N0.HOG0000781	GO593_03200	IX87_11065					
N0.HOG0000782	GO593_03205	IX87_11070					
N0.HOG0000783	GO593_03230	IX87_11100					
N0.HOG0000784	GO593_03300	IX87_11185					
N0.HOG0000785	GO593_03315	IX87_11200	secA	secA	secA	secA	""
N0.HOG0000786	GO593_03340	IX87_11225	folC	AIL79172.1	folC	folC	""
N0.HOG0000787	GO593_03345	IX87_11230	accD	accD	accD	accD	""
N0.HOG0000788	GO593_03350	IX87_11235					
N0.HOG0000789	GO593_03375	IX87_11260					
N0.HOG0000790	GO593_03385	IX87_11270					
N0.HOG0000791	GO593_03395	IX87_11280					
N0.HOG0000792	GO593_03405	IX87_11290					
N0.HOG0000792	GO593_18810	IX87_11290					
N0.HOG0000793	GO593_03410	IX87_11295					
N0.HOG0000794	GO593_03450	IX87_11325					
N0.HOG0000795	GO593_03480	IX87_11355	aspS	aspS	aspS	aspS	""
N0.HOG0000796	GO593_03535	IX87_11430					
N0.HOG0000797	GO593_03540	IX87_11435					
N0.HOG0000798	GO593_03555	IX87_11485					
N0.HOG0000799	GO593_03575	IX87_11500					
N0.HOG0000800	GO593_03580	IX87_11505					
N0.HOG0000801	GO593_03585	IX87_11510	secD	secD	secD	secD	""
N0.HOG0000802	GO593_03590	IX87_11515	secF	secF	secF	secF	""
N0.HOG0000803	GO593_03595	IX87_11520	coaBC, dfp, coaC	coaBC	coaBC	dfp	""
N0.HOG0000804	GO593_03600	IX87_11525					
N0.HOG0000805	GO593_03610	IX87_11535					
N0.HOG0000806	GO593_03615	IX87_11540	ispZ, yciB	ispZ	ispZ, yciB	ispZ	""
N0.HOG0000807	GO593_03620	IX87_11545					
N0.HOG0000808	GO593_03630	IX87_11555					
N0.HOG0000809	GO593_03640	IX87_11565					
N0.HOG0000810	GO593_03650	IX87_11575					
N0.HOG0000811	GO593_03705	IX87_11630					
N0.HOG0000812	GO593_03710	IX87_11635					
N0.HOG0000813	GO593_03735	IX87_11660					
N0.HOG0000814	GO593_03755	IX87_11680					
N0.HOG0000815	GO593_03760	IX87_11685					
N0.HOG0000816	GO593_03770	IX87_11695	rplM	rplM	rplM	rplM	""
N0.HOG0000817	GO593_03775	IX87_11700	rpsI	rpsI	rpsI	rpsI	""
N0.HOG0000818	GO593_03780	IX87_11705					
N0.HOG0000819	GO593_03785	IX87_11710					
N0.HOG0000820	GO593_03880	IX87_11805					
N0.HOG0000821	GO593_03910	IX87_11835					
N0.HOG0000822	GO593_03915	IX87_11840					
N0.HOG0000823	GO593_03925	IX87_11850	ybeY	ybeY	ybeY	ybeY	""
N0.HOG0000824	GO593_03950	IX87_11875					
N0.HOG0000825	GO593_04015	IX87_11945					
N0.HOG0000826	GO593_04020	IX87_11950					
N0.HOG0000827	GO593_04025	IX87_11955					
N0.HOG0000828	GO593_04055	IX87_11990	sdhE	cptB	sdhE	cptB	""
N0.HOG0000829	GO593_04065	IX87_20140					
N0.HOG0000829	GO593_04065	IX87_12000					
N0.HOG0000830	GO593_04070	IX87_12005	rplQ	rplQ	rplQ	rplQ	""
N0.HOG0000831	GO593_04075	IX87_12010	rpoA	IX87_12010	rpoA	rpoA	""
N0.HOG0000832	GO593_04080	IX87_12015	rpsD	IX87_12015	rpsD	rpsD	""
N0.HOG0000833	GO593_04085	IX87_12020	rpsK	rpsK	rpsK	rpsK	""
N0.HOG0000834	GO593_04090	IX87_12025	rpsM	rpsM	rpsM	rpsM	""
N0.HOG0000835	GO593_04095	IX87_12030	rpmJ	rpmJ	rpmJ	rpmJ	""
N0.HOG0000836	GO593_04100	IX87_12035	secY	secY	secY	secY	""
N0.HOG0000837	GO593_04105	IX87_12040	rplO	rplO	rplO	rplO	""
N0.HOG0000838	GO593_04110	IX87_12045	rpmD	rpmD	rpmD	rpmD	""
N0.HOG0000839	GO593_04115	IX87_12050	rpsE	IX87_12050	rpsE	rpsE	""
N0.HOG0000840	GO593_04120	IX87_12055	rplR	rplR	rplR	rplR	""
N0.HOG0000841	GO593_04125	IX87_12060	rplF	rplF	rplF	rplF	""
N0.HOG0000842	GO593_04130	IX87_12065	rpsH	IX87_12065	rpsH	rpsH	""
N0.HOG0000843	GO593_04135	IX87_12070	rpsN	rpsN	rpsN	rpsN	""
N0.HOG0000844	GO593_04140	IX87_12075	rplE	IX87_12075	rplE	rplE	""
N0.HOG0000845	GO593_04145	IX87_12080	rplX	rplX	rplX	rplX	""
N0.HOG0000846	GO593_04150	IX87_12085	rplN	rplN	rplN	rplN	""
N0.HOG0000847	GO593_04155	IX87_12090	rpsQ	rpsQ	rpsQ	rpsQ	""
N0.HOG0000848	GO593_04160	IX87_12095	rpmC	rpmC	rpmC	rpmC	""
N0.HOG0000849	GO593_04165	IX87_12100	rplP	rplP	rplP	rplP	""
N0.HOG0000850	GO593_04170	IX87_12105	rpsC	IX87_12105	rpsC	rpsC	""
N0.HOG0000851	GO593_04175	IX87_12110	rplV	rplV	rplV	rplV	""
N0.HOG0000852	GO593_04180	IX87_12115	rpsS	IX87_12115	rpsS	rpsS	""
N0.HOG0000853	GO593_04185	IX87_12120	rplB	rplB	rplB	rplB	""
N0.HOG0000854	GO593_04190	IX87_12125	rplW	IX87_12125	rplW	rplW	""
N0.HOG0000855	GO593_04195	IX87_12130	rplD	rplD	rplD	rplD	""
N0.HOG0000856	GO593_04200	IX87_12135	rplC	rplC	rplC	rplC	""
N0.HOG0000857	GO593_04205	IX87_12140	rpsJ	rpsJ	rpsJ	rpsJ	""
N0.HOG0000858	GO593_04210	IX87_12145					
N0.HOG0000859	GO593_04220	IX87_12155					
N0.HOG0000860	GO593_04225	IX87_12160					
N0.HOG0000861	GO593_04235	IX87_12170	yihA	IX87_12170	yihA	yihA	""
N0.HOG0000862	GO593_04250	IX87_12185					
N0.HOG0000863	GO593_04255	IX87_12190	plsB	plsB	plsB	plsB	""
N0.HOG0000864	GO593_04270	IX87_12205					
N0.HOG0000865	GO593_04275	IX87_12210					
N0.HOG0000866	GO593_04300	IX87_12235					
N0.HOG0000867	GO593_04305	IX87_12240					
N0.HOG0000868	GO593_04330	IX87_12265					
N0.HOG0000869	GO593_04335	IX87_12270	dxs	AIL79360.1	dxs	dxs	""
N0.HOG0000870	GO593_04340	IX87_12275	ribA	ribA	ribA	ribA	""
N0.HOG0000871	GO593_04345	IX87_12280	hemF	hemF	hemF	hemF	""
N0.HOG0000872	GO593_04350	IX87_12285					
N0.HOG0000873	GO593_04395	IX87_12345	glyQ	glyQ	glyQ	glyQ	""
N0.HOG0000874	GO593_04400	IX87_12350	glyS	AIL79376.1	glyS	glyS	""
N0.HOG0000875	GO593_04410	IX87_12370					
N0.HOG0000876	GO593_04445	IX87_12405					
N0.HOG0000877	GO593_04450	IX87_12410					
N0.HOG0000878	GO593_04455	IX87_12415					
N0.HOG0000879	GO593_04535	IX87_12505					
N0.HOG0000880	GO593_04555	IX87_12540					
N0.HOG0000881	GO593_04560	IX87_12545					
N0.HOG0000882	GO593_04575	IX87_12560					
N0.HOG0000883	GO593_04580	IX87_12565					
N0.HOG0000884	GO593_04595	IX87_12580	rplS	rplS	rplS	rplS	""
N0.HOG0000885	GO593_04600	IX87_12585	trmD	trmD	trmD	trmD	""
N0.HOG0000886	GO593_04605	IX87_12590					
N0.HOG0000887	GO593_04610	IX87_12595	rpsP	rpsP	rpsP	rpsP	""
N0.HOG0000888	GO593_04650	IX87_12635	ispH, lytB	ispH	ispH	ispH	""
N0.HOG0000889	GO593_04655	IX87_12640	gmk	IX87_12640	gmk	gmk	""
N0.HOG0000890	GO593_04660	IX87_12645					
N0.HOG0000891	GO593_04670	IX87_12650					
N0.HOG0000892	GO593_04680	IX87_12660					
N0.HOG0000893	GO593_04700	IX87_12680					
N0.HOG0000894	GO593_04730	IX87_12710					
N0.HOG0000895	GO593_04740	IX87_12780	aroB	IX87_12780	aroB	aroB	""
N0.HOG0000896	GO593_04750	IX87_12790					
N0.HOG0000897	GO593_04770	IX87_12810					
N0.HOG0000898	GO593_04775	IX87_12815					
N0.HOG0000899	GO593_04780	IX87_12820					
N0.HOG0000900	GO593_04790	IX87_12830	mraY	IX87_12830	mraY	mraY	""
N0.HOG0000901	GO593_04795	IX87_12835	murF	murF	murF	murF	""
N0.HOG0000902	GO593_04800	IX87_12840	murE	murE	murE	murE	""
N0.HOG0000903	GO593_04815	IX87_12855					
N0.HOG0000904	GO593_04830	IX87_12870	gltX	IX87_12870	gltX	gltX	""
N0.HOG0000905	GO593_04875	IX87_12925					
N0.HOG0000906	GO593_04910	IX87_12985					
N0.HOG0000907	GO593_04930	IX87_13005					
N0.HOG0000908	GO593_04940	IX87_13015					
N0.HOG0000909	GO593_04955	IX87_13025					
N0.HOG0000910	GO593_04970	IX87_13040					
N0.HOG0000911	GO593_04975	IX87_13045					
N0.HOG0000912	GO593_04995	IX87_13065					
N0.HOG0000913	GO593_05040	IX87_13115					
N0.HOG0000914	GO593_05065	IX87_13140					
N0.HOG0000915	GO593_05180	IX87_13395					
N0.HOG0000916	GO593_05210	IX87_13425					
N0.HOG0000917	GO593_05265	IX87_13445					
N0.HOG0000918	GO593_05280	IX87_13460					
N0.HOG0000919	GO593_05300	IX87_13480					
N0.HOG0000920	GO593_05325	IX87_13515					
N0.HOG0000921	GO593_05330	IX87_13520					
N0.HOG0000922	GO593_05390	IX87_13580	kdtA, waaA	AIL79601.1	kdtA, waaA	kdtA	""
N0.HOG0000923	GO593_05415	IX87_13605					
N0.HOG0000924	GO593_05420	IX87_13610	pdxH	pdxH	pdxH	pdxH	""
N0.HOG0000925	GO593_05425	IX87_13615	glmM	glmM	glmM	glmM	""
N0.HOG0000926	GO593_05430	IX87_13620	guaB	IX87_13620	guaB	guaB	""
N0.HOG0000927	GO593_05435	IX87_13625					
N0.HOG0000928	GO593_05460	IX87_13660					
N0.HOG0000929	GO593_05465	IX87_13665					
N0.HOG0000930	GO593_05480	IX87_13680	lpxC	lpxC	lpxC	lpxC	""
N0.HOG0000931	GO593_05485	IX87_13685	ftsZ	ftsZ	ftsZ	ftsZ	""
N0.HOG0000932	GO593_05490	IX87_13690	ftsA	ftsA	ftsA	ftsA	""
N0.HOG0000933	GO593_05495	IX87_13695	ftsQ	IX87_13695	ftsQ	ftsQ	""
N0.HOG0000934	GO593_05505	IX87_13705	murC	murC	murC	murC	""
N0.HOG0000935	GO593_05510	IX87_13710	murG	murG	murG	murG	""
N0.HOG0000936	GO593_05515	IX87_13715					
N0.HOG0000937	GO593_05530	IX87_13755					
N0.HOG0000938	GO593_05540	IX87_13765					
N0.HOG0000939	GO593_05605	IX87_13830					
N0.HOG0000940	GO593_05615	IX87_13840					
N0.HOG0000941	GO593_05625	IX87_13845	parE	parE	parE	parE	""
N0.HOG0000942	GO593_05630	IX87_13850					
N0.HOG0000943	GO593_05660	IX87_13900					
N0.HOG0000944	GO593_05680	IX87_13920					
N0.HOG0000945	GO593_05705	IX87_13945					
N0.HOG0000946	GO593_05715	IX87_13955	psd	psd	psd	psd	""
N0.HOG0000947	GO593_05740	IX87_13970					
N0.HOG0000948	GO593_05770	IX87_14000	ribH, ribE	ribH	ribE	ribH	""
N0.HOG0000949	GO593_05775	IX87_14005					
N0.HOG0000950	GO593_05780	IX87_14010	thiL	thiL	thiL	thiL	""
N0.HOG0000951	GO593_05785	IX87_14015					
N0.HOG0000952	GO593_05790	IX87_14020	glmU	glmU	glmU	glmU	""
N0.HOG0000954	GO593_05830	IX87_14060					
N0.HOG0000955	GO593_05840	IX87_14070					
N0.HOG0000956	GO593_05910	IX87_14140					
N0.HOG0000957	GO593_05915	IX87_14145	dapA	IX87_14145	dapA	dapA	""
N0.HOG0000958	GO593_05925	IX87_14155					
N0.HOG0000959	GO593_05935	IX87_14165					
N0.HOG0000960	GO593_05940	IX87_14170					
N0.HOG0000961	GO593_05945	IX87_14175					
N0.HOG0000962	GO593_05950	IX87_14180					
N0.HOG0000963	GO593_05955	IX87_14185					
N0.HOG0000964	GO593_05970	IX87_14200					
N0.HOG0000965	GO593_05975	IX87_14205					
N0.HOG0000965	GO593_05975	IX87_13880					
N0.HOG0000966	GO593_06010	IX87_14235					
N0.HOG0000967	GO593_06015	IX87_14240					
N0.HOG0000968	GO593_06020	IX87_14245					
N0.HOG0000969	GO593_06030	IX87_14255					
N0.HOG0000970	GO593_06040	IX87_14265					
N0.HOG0000971	GO593_06055	IX87_14280					
N0.HOG0000972	GO593_06065	IX87_14290					
N0.HOG0000973	GO593_06090	IX87_14315					
N0.HOG0000974	GO593_06095	IX87_14320	fmt	IX87_14320	fmt	fmt	""
N0.HOG0000975	GO593_06100	IX87_14325					
N0.HOG0000976	GO593_06160	IX87_14385					
N0.HOG0000977	GO593_06170	IX87_14395	erpA	erpA	erpA	erpA	""
N0.HOG0000978	GO593_16545	IX87_20175					
N0.HOG0000978	GO593_16545	IX87_14400					
N0.HOG0000978	GO593_06175	IX87_20175					
N0.HOG0000978	GO593_06175	IX87_14400					
N0.HOG0000979	GO593_06190	IX87_14415					
N0.HOG0000980	GO593_06205	IX87_14430	gyrB	gyrB	gyrB	gyrB	""
N0.HOG0000981	GO593_06210	IX87_14435					
N0.HOG0000982	GO593_06215	IX87_14440	dnaN	dnaN	dnaN	dnaN	""
N0.HOG0000983	GO593_06220	IX87_14445	dnaA	dnaA	dnaA	dnaA	""
N0.HOG0000984	GO593_06225	IX87_14450					
N0.HOG0000985	GO593_06230	IX87_14455	rnpA	rnpA	rnpA	rnpA	""
N0.HOG0000986	GO593_06235	IX87_14460					
N0.HOG0000987	GO593_06240	IX87_14465	oxaA, yidC	yidC	yidC	yidC	""
N0.HOG0000988	GO593_06245	IX87_14470					
N0.HOG0000989	GO593_06265	IX87_14490					
N0.HOG0000990	GO593_06270	IX87_14505					
N0.HOG0000991	GO593_06295	IX87_14535					
N0.HOG0000992	GO593_06310	IX87_14550					
N0.HOG0000993	GO593_06320	IX87_14565					
N0.HOG0000994	GO593_06325	IX87_14570					
N0.HOG0000995	GO593_06350	IX87_14595	dnaK	dnaK	dnaK	dnaK	""
N0.HOG0000996	GO593_06355	IX87_14605					
